Database,Keyword,Tags,Seed keyword,Page,Topic,Page type,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content reference 1,Content reference 2,Content reference 3,Content reference 4,Content reference 5,Content reference 6,Content reference 7,Content reference 8,Content reference 9,Content reference 10,Competitor on TOP 10 #1,Competitor on TOP 10 #2,Competitor on TOP 10 #3,Competitor on TOP 10 #4,Competitor on TOP 10 #5,Competitor on TOP 10 #6,Competitor on TOP 10 #7,Competitor on TOP 10 #8,Competitor on TOP 10 #9,Competitor on TOP 10 #10,Priority,Url,Idea,target_page,match_type
uk,44000 take home pay,take home pay,in hand salary calculator,(non-clustered),,,90.0,15.0,0.0,0.0,10700000.0,Informational,"Related Searches, AI Overview","0.42,0.42,0.33,0.52,0.42,0.52,0.33,0.33,0.33,0.33,0.33,0.52",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,45k after tax per month,take home pay,in hand salary calculator,(non-clustered),,,90.0,9.0,0.0,0.0,12100000.0,Informational,"Video, Related Searches, AI Overview","0.50,0.64,0.14,0.50,0.64,0.64,0.78,0.78,0.50,0.78,0.64,0.64",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/45000-after-tax,exact_match
uk,90 000 take home pay,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.17,0.17,0.11,0.23,0.23,0.52,0.82,0.64,0.52,0.64,0.64,0.82",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,london take home pay,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.78,0.78,1.00,0.64,0.35,0.78,0.64,0.35,0.50,0.78,0.78,0.78",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,nhs banding take home pay,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.64,0.50,0.64,0.50,0.78,0.78,1.00,1.00,0.50,0.64,0.64,0.78",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 34000,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.64,0.64,0.64,0.64,0.64,0.50,0.50,0.50,0.50,0.50,0.50,0.50",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 52000,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.64,0.50,0.78,1.00,0.64,0.50,0.50,0.78,0.50,1.00,0.64,0.50",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 90k,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.41,0.41,0.52,0.41,0.41,0.41,0.41,0.52,0.41,0.64,0.52,0.64",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay caculator,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.97,0.33,0.0,,,"0.10,0.02,0.00,0.12,0.12,0.05,0.10,0.10,0.07,0.19,0.12,0.15",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay comparison,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.02,0.0,,,"0.78,0.64,0.64,0.64,0.35,0.64,0.50,0.64,0.50,0.64,0.50,0.50",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay contractor,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,1.67,0.22,0.0,,,"0.29,0.29,0.41,0.23,0.52,0.52,0.64,0.52,0.41,1.00,1.00,0.64",0.0,,,,,,,,,,,,,,,,,,,,,,,,/contractor/take-home,tool_match
uk,take home pay on 39000,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.18,1.00,1.00,1.00,0.45,0.63,0.63,1.00,0.63,1.00,1.00,1.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/39000-after-tax,exact_match
uk,take home pay on 48000,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.64,0.29,0.52,0.52,0.41,0.29,0.41,0.41,0.29,0.41,0.82,0.82",0.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/48000-after-tax,exact_match
uk,take home pay pension calculator,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,1.08,0.04,0.0,,,"0.42,0.42,0.11,0.11,0.34,0.42,0.42,0.26,0.26,0.34,0.34,0.34",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay singapore calculator,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.81,0.81,1.00,0.45,0.63,0.81,0.81,1.00,0.81,0.81,0.63,0.81",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,uk.take home pay,take home pay,in hand salary calculator,(non-clustered),,,90.0,53.0,0.81,0.0,4950000000.0,Informational,"Video, Related Searches","0.01,0.00,0.01,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,what does take home pay mean,take home pay,in hand salary calculator,(non-clustered),,,90.0,0.0,0.0,0.33,0.0,,,"0.64,0.17,0.64,1.00,0.11,1.00,0.64,0.11,0.82,0.41,0.29,0.52",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,work.out take home pay,take home pay,in hand salary calculator,(non-clustered),,,90.0,42.0,0.6,0.01,4340000000.0,Informational,"Video, People Also Ask, Related Searches","0.01,0.06,0.06,0.06,0.01,0.01,0.02,0.05,1.00,0.06,0.04,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,120 000 take home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.50,0.50,0.50,0.64,0.35,0.35,0.35,0.64,0.50,0.50,0.50,0.50",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,19000 take home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.23,0.23,0.23,0.33,0.23,0.23,0.33,0.33,0.33,0.42,0.33,0.33",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,22k take home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.26,0.26,0.26,0.26,0.26,0.11,0.15,0.15,0.15,0.53,0.19,0.15",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,26500 take home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.14,0.09,0.09,0.09,0.09,0.14,0.52,0.66,0.14,0.66,0.66,0.66",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,45k after tax scotland,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.14,0.14,0.14,0.35,0.28,0.50,0.50,0.50,0.50,1.00,1.00,1.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/45000-after-tax,exact_match
uk,50 000 take home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"1.00,0.23,0.05,0.11,0.82,0.23,0.17,0.29,0.23,0.41,0.52,0.29",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,disposable income calculator uk,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.01,0.0,,,"0.33,0.33,0.33,0.52,0.42,0.33,0.33,0.23,0.19,0.66,0.19,0.23",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,gov.uk take home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.00,0.00,0.00,0.03,0.00,0.65,0.65,0.53,0.42,0.34,0.26,0.34",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,nurses take home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.41,0.41,0.41,0.29,1.00,0.23,0.23,0.41,0.17,0.52,0.82,0.52",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,nyc take home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.06,0.0,,,"0.33,0.42,0.23,0.33,0.42,0.33,0.33,0.33,0.33,0.33,0.33,0.33",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,pets at home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.01,0.0,,,"0.26,0.26,0.26,0.26,0.34,0.42,0.19,0.34,0.15,0.19,0.11,0.07",0.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay 120000,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.28,0.35,0.35,0.50,0.50,0.28,0.35,0.50,0.50,0.64,0.50,0.50",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 20k,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.07,0.19,0.42,0.34,0.15,0.19,0.19,0.34,0.26,0.26,0.26,0.19",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 21000,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.19,0.26,0.26,0.34,0.34,0.34,0.26,0.19,0.07,0.19,0.26,0.26",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 27500,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.35,1.00,0.64,0.64,0.28,0.28,0.35,0.64,0.50,0.64,0.50,0.64",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 49000,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.27,0.27,0.63,0.81,0.63,0.36,0.45,0.63,0.63,0.63,0.63,0.45",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay reed,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.0,0.33,0.0,,,"0.50,0.35,0.21,0.28,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay us,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,1.22,0.06,0.0,,,"0.14,0.50,0.64,0.50,0.50,0.50,0.35,0.50,0.50,0.50,0.50,0.50",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay usa,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,1.22,0.06,0.0,,,"0.42,0.33,0.33,0.42,0.33,0.33,0.33,0.33,0.33,0.23,0.33,0.33",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,what is my.take home pay,take home pay,in hand salary calculator,(non-clustered),,,70.0,0.0,0.73,0.01,0.0,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,calcuate take home pay,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.97,0.33,0.0,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.53,0.65",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,estimating take home pay,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.97,0.33,0.0,,,"0.66,0.33,0.33,0.42,0.14,0.04,0.09,0.00,0.00,0.23,0.33,0.14",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,net payment calculator,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,1.0,0.01,0.0,,,"0.01,0.00,0.00,0.09,0.04,0.07,0.09,0.07,0.21,0.07,0.02,0.05",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,nets payment,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,13.21,0.35,0.0,,,"1.00,0.26,0.03,0.07,0.11,0.07,0.19,0.07,0.07,0.07,0.11,0.07",0.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay 120k,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.0,0.33,0.0,,,"0.14,0.14,0.14,0.78,0.14,0.14,0.14,0.14,0.14,1.00,1.00,0.14",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 23k,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.0,0.33,0.0,,,"0.33,0.55,0.22,0.44,0.77,0.77,0.77,0.77,0.55,1.00,0.77,0.55",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay for 120k,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.0,0.33,0.0,,,"0.14,0.14,0.14,0.78,0.14,0.14,0.14,0.14,0.14,1.00,1.00,0.14",0.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/120000-after-tax,exact_match
uk,take home pay hmrc,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.0,0.01,0.0,,,"0.64,1.00,0.11,0.64,0.64,0.11,0.11,0.11,0.11,0.11,0.11,0.11",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay on 19000,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.0,0.33,0.0,,,"0.41,0.64,0.41,0.11,0.41,0.29,0.41,0.11,0.11,0.29,0.11,0.11",0.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/19000-after-tax,exact_match
uk,take home pay umbrella,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,1.33,0.46,0.0,,,"0.19,0.23,0.14,0.19,0.14,0.23,0.19,0.19,0.14,0.19,0.42,0.33",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,tke home pay,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,1.38,0.33,0.0,,,"0.12,0.03,0.06,0.21,0.21,0.34,0.00,0.28,0.00,0.21,0.00,0.34",0.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,uc take home pay,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.0,0.33,0.0,,,"0.78,0.50,0.21,0.28,0.35,0.35,0.35,0.35,0.28,0.28,0.28,0.21",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,us take home pay,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,1.22,0.06,0.0,,,"0.09,0.33,0.33,0.33,0.33,0.33,0.23,0.33,0.33,0.33,0.00,0.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,what percent of take home pay should go to mortgage,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.0,0.33,0.0,,,"0.11,0.11,0.11,0.17,0.17,0.17,0.29,1.00,0.17,0.11,0.41,0.41",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,what percentage of take home pay for mortgage,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.0,0.02,0.0,,,"0.09,0.00,0.00,0.09,0.45,0.36,0.81,1.00,0.45,0.27,0.63,0.63",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,yearly annual income calculator,take home pay,in hand salary calculator,(non-clustered),,,50.0,0.0,0.0,0.01,0.0,,,"0.34,0.21,0.06,0.21,0.15,0.21,0.21,0.21,0.15,0.21,0.06,0.06",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,120k take home pay,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.33,0.0,,,"0.33,0.23,0.09,0.33,0.33,0.14,0.09,0.14,0.14,0.09,0.14,0.09",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,37500 take home pay,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.33,0.0,,,"0.18,0.18,0.18,1.00,0.27,0.27,0.36,0.36,0.18,0.45,0.27,0.18",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,50k a year take home pay,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.01,0.0,,,"0.28,0.28,0.28,0.28,0.28,0.42,0.42,0.71,1.00,1.00,1.00,1.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,56000 take home pay,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.33,0.0,,,"0.09,0.09,0.09,0.14,0.09,0.14,0.14,0.14,0.09,0.09,1.00,0.19",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,80 000 take home pay,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.33,0.0,,,"0.18,0.81,0.36,0.45,0.36,0.27,0.27,0.36,0.36,0.45,0.27,0.45",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,home pay,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.04,0.0,,,"0.41,0.17,0.00,0.29,0.41,0.41,0.52,0.41,0.00,0.11,0.11,0.11",0.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how to calculate net payment,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.53,0.02,0.0,,,"0.00,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,rake home pay,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,1.38,0.33,0.0,,,"0.00,0.03,0.34,1.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay 25 26,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.33,0.0,,,"0.05,0.17,0.05,0.05,0.43,0.05,0.05,0.05,0.05,0.05,0.05,0.05",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay caluclator,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.0,0.0,,,"0.03,0.08,0.00,0.03,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay clac,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.97,0.33,0.0,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay estimate,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.97,0.33,0.0,,,"0.27,0.36,1.00,0.09,0.00,1.00,0.00,0.00,0.45,0.18,0.09,0.09",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay on 34000,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.01,0.0,,,"0.14,0.21,0.14,0.78,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00",0.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/34000-after-tax,exact_match
uk,take home pay teacher,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.33,0.0,,,"0.11,0.42,0.07,0.07,0.07,0.42,0.07,0.07,0.07,0.07,0.07,0.07",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,tkae home pay,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,1.38,0.33,0.0,,,"0.01,0.01,0.01,0.00,0.11,0.00,0.00,0.00,0.00,0.23,0.23,0.18",0.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,what net pay meaning,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.33,0.0,,,"0.14,0.14,0.14,0.14,0.14,1.00,0.78,0.00,0.14,0.14,0.50,0.14",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,whats take home pay,take home pay,in hand salary calculator,(non-clustered),,,40.0,0.0,0.0,0.33,0.0,,,"0.64,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,150k take home pay,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.33,0.0,,,"0.07,0.11,0.07,0.11,0.07,0.15,0.11,0.11,0.07,0.11,0.07,0.07",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,26.5 k take home pay,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.33,0.0,,,"0.28,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,27k take home pay monthly,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.33,0.0,,,"0.27,0.18,0.18,1.00,0.36,0.45,0.18,0.18,0.18,0.18,0.18,0.18",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,31500 take home pay,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.33,0.0,,,"0.40,0.40,0.40,0.40,0.40,0.40,0.60,0.60,0.60,0.80,0.40,0.80",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,32500 take home pay,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.33,0.0,,,"0.22,0.22,0.22,0.22,0.22,0.22,0.55,0.44,0.33,0.33,0.33,0.22",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,45k tax,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.01,0.0,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.80,0.09,0.09,0.09,0.09",0.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,47810 take home pay,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.33,0.0,,,"0.00,0.00,0.00,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,49k take home pay,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.33,0.0,,,"0.27,0.45,0.27,0.18,0.18,0.18,0.27,0.18,0.27,0.18,0.18,0.27",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,56k take home pay,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.33,0.0,,,"0.50,0.50,0.50,0.50,0.50,1.00,0.75,1.00,0.75,0.50,0.75,0.50",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,77000 take home pay,take home pay,in hand salary calculator,(non-clustered),,,30.0,0.0,0.0,0.33,0.0,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.21,0.14,0.14,0.14",0.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,inside ir35 calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,5400.0,13.0,0.89,0.3,107.0,Informational,"Site Links, Video, Adwords Bottom, People Also Ask, Related Searches","0.66,0.66,0.66,0.66,0.54,0.66,0.66,0.54,0.44,0.54,0.54,0.44",20.0,,,,,,,,,,,,,,,,,,,,,,,,/ir35,tool_match
uk,ir35 calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,4400.0,16.0,1.0,0.28,111.0,Informational,"People Also Ask, Video","0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.16,0.16,0.19,0.16,0.16",75.0,,,,,,,,,,,,,,,,,,,,,,,,/ir35,tool_match
uk,outside ir35 calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,2900.0,11.0,1.15,0.18,98.0,Informational,"Site Links, Video, People Also Ask, Related Searches","0.65,0.65,0.65,0.81,0.65,0.65,0.65,0.54,0.43,0.54,0.54,0.54",20.0,,,,,,,,,,,,,,,,,,,,,,,,/ir35,tool_match
uk,contractor calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,2400.0,24.0,1.11,0.1,543000000.0,Navigational,"Video, Related Searches","0.44,0.44,0.44,0.44,0.35,0.44,0.44,0.53,0.29,0.44,0.35,0.44",75.0,,,,,,,,,,,,,,,,,,,,,,,,/contractor/take-home,tool_match
uk,umbrella company calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,1300.0,8.0,1.66,0.73,23100000.0,Commercial,Related Searches,"0.29,0.29,0.18,0.29,0.29,0.24,0.18,0.18,0.16,0.18,0.18,0.18",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,contractor salary calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,1000.0,17.0,1.52,0.17,26900000.0,Informational,"Video, Related Searches","0.52,0.52,0.52,0.52,0.46,0.31,0.46,0.46,0.25,0.46,0.37,0.52",90.0,,,,,,,,,,,,,,,,,,,,,,,,/contractor/take-home,tool_match
uk,paystream calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,1000.0,17.0,1.49,0.17,1620.0,"Navigational, Transactional","Related Searches, Site Links","0.55,0.55,0.55,0.62,0.55,0.62,0.62,0.55,0.55,0.81,0.81,0.81",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,tax and dividend calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,1000.0,25.0,1.51,0.01,128.0,Commercial,"Video, Related Searches","0.19,0.04,0.19,0.04,0.28,0.04,0.03,0.10,0.10,0.05,0.05,0.08",90.0,,,,,,,,,,,,,,,,,,,,,,,,/dividend,tool_match
uk,umbrella calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,1000.0,10.0,1.03,0.43,107.0,Commercial,"Video, Related Searches","0.22,0.22,0.22,0.29,0.22,0.29,0.22,0.20,0.13,0.20,0.20,0.20",75.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,umbrella pay calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,1000.0,11.0,1.2,0.43,17100000.0,Commercial,Related Searches,"0.76,0.76,0.76,1.00,0.76,0.76,0.76,0.76,0.55,0.55,0.67,0.67",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,contractor pay calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,880.0,19.0,1.52,0.17,120.0,Informational,Related Searches,"0.52,0.46,0.37,0.46,0.37,0.46,0.46,0.37,0.25,0.46,0.31,0.46",90.0,,,,,,,,,,,,,,,,,,,,,,,,/contractor/take-home,tool_match
uk,salary dividend calculator,contractor tax calculators,in hand salary calculator,(non-clustered),,,880.0,11.0,0.0,0.0,34000000.0,Commercial,"Video, Related Searches","0.76,0.55,0.67,0.45,0.55,0.55,0.67,0.67,0.55,1.00,0.45,0.55",90.0,,,,,,,,,,,,,,,,,,,,,,,,/dividend,tool_match
